country,state,city,station,latitude,longitude
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",21.194815,81.314770
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",21.194815,81.314770
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",21.185571,81.343175
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",21.185571,81.343175
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",21.185571,81.343175
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",22.118125,83.140608
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",22.118125,83.140608
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",22.118125,83.140608
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",22.368195,82.746431
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",22.348441,82.549611
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",22.126650,83.483212
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",22.126650,83.483212
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",21.258815,81.578979
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",21.258815,81.578979
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",21.237755,81.705301
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",21.371751,81.664929
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",21.371751,81.664929
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",22.06631475,83.33820077
India,Delhi,Delhi,"Alipur, Delhi - DPCC",28.815329,77.153010
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.647622,77.3158090
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",28.695381,77.181665
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",28.695381,77.181665
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",28.4706914,77.1099364
India,Delhi,Delhi,"Bawana, Delhi - DPCC",28.776200,77.051074
India,Delhi,Delhi,"Bawana, Delhi - DPCC",28.776200,77.051074
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",28.7256504,77.2011573
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",28.498571,77.264840
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",28.5710274,77.0719006
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",28.5710274,77.0719006
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",28.5710274,77.0719006
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",28.5710274,77.0719006
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",28.6811736,77.3025234
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",28.6811736,77.3025234
India,Delhi,Delhi,"ITO, Delhi - CPCB",28.628624,77.241060
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",28.732820,77.170633
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",28.732820,77.170633
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",28.580280,77.233829
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",28.580280,77.233829
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",28.611281,77.237738
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",28.636429,77.201067
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",28.636429,77.201067
India,Delhi,Delhi,"Narela, Delhi - DPCC",28.822836,77.101981
India,Delhi,Delhi,"Narela, Delhi - DPCC",28.822836,77.101981
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",28.567890,77.250515
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",28.567890,77.250515
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",28.6573814,77.1585447
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",28.6573814,77.1585447
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",28.530785,77.271255
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",28.530785,77.271255
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",28.623763,77.287209
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",28.623763,77.287209
India,Delhi,Delhi,"Pusa, Delhi - DPCC",28.639652,77.146275
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",28.563262,77.186937
India,Delhi,Delhi,"Rohini, Delhi - DPCC",28.732528,77.119920
India,Delhi,Delhi,"Rohini, Delhi - DPCC",28.732528,77.119920
India,Delhi,Delhi,"Rohini, Delhi - DPCC",28.732528,77.119920
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",28.6514781,77.1473105
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",28.6514781,77.1473105
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",28.5504249,77.2159377
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",28.5504249,77.2159377
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",28.710508,77.249485
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",28.710508,77.249485
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",28.710508,77.249485
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",28.710508,77.249485
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",28.531346,77.190156
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",28.672342,77.315260
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",28.699793,77.165453
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",28.699793,77.165453
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",28.699793,77.165453
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",23.107969,72.574648
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",22.977134,72.553024
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",22.977134,72.553024
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",23.020509,72.579261
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",23.020509,72.579261
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",23.020509,72.579261
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",23.016834,72.625775
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",23.016834,72.625775
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",23.041137,72.456691
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",23.023389,72.515201
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",23.023389,72.515201
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",23.023389,72.515201
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",23.076793,72.627874
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",23.076793,72.627874
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",23.043070,72.562968
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",23.043070,72.562968
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",23.163798,72.677768
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",23.243639,72.68994
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",23.243639,72.68994
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",23.243639,72.68994
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",23.243639,72.68994
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",23.221714,72.654328
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",22.969611,72.643500
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",30.379589,76.778328
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",28.6701,76.9254
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",28.6701,76.9254
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",28.806223,76.141105
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",28.806223,76.141105
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",28.593883,76.270653
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",28.593883,76.270653
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",28.593883,76.270653
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",28.206800,76.799700
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",28.376058,77.315741
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",28.376058,77.315741
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",28.376058,77.315741
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",28.376058,77.315741
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",28.4417,77.3217
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",28.4088421,77.3099081
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",28.4088421,77.3099081
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",28.4088421,77.3099081
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",28.422681,77.148944
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",28.4275,77.1465
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",28.4501238,77.0263051
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",28.4501238,77.0263051
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",29.140560,75.744941
India,Haryana,Jind,"Police Lines, Jind - HSPCB",29.307814,76.337619
India,Haryana,Jind,"Police Lines, Jind - HSPCB",29.307814,76.337619
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29.8006,76.4155
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29.695300,77.002700
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29.695300,77.002700
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29.695300,77.002700
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",28.060249,76.113115
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",28.060249,76.113115
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",28.1485564,77.3320667
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",29.497973,76.993331
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",29.497973,76.993331
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",29.497973,76.993331
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29.536400,75.015800
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29.536400,75.015800
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",30.1480566,77.2893471
India,Jharkhand,Dhanbad,"Kalakusuma, Dhanbad - DMC",23.811548,86.481238
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",16.172806,75.659694
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",12.9135218,77.5950804
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",12.9135218,77.5950804
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",12.9135218,77.5950804
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",12.951913,77.539784
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",12.9756843,77.5660749
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",13.029152,77.585901
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",12.920984,77.584908
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",12.920984,77.584908
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",12.7816279,77.6299145
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",12.7816279,77.6299145
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",13.003872,77.664217
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",13.003872,77.664217
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",13.003872,77.664217
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",13.0270199,77.494094
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",13.0270199,77.494094
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",12.921418,77.502466
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",12.921418,77.502466
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",12.921418,77.502466
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",13.0246342,77.5080115
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",12.917348,77.622813
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",12.917348,77.622813
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",17.930306,77.482194
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",13.428828,77.731418
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",13.428828,77.731418
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",14.475800,75.905200
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",15.459706,75.008381
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",15.411456,75.638133
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",13.008556,76.125258
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",13.008556,76.125258
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB",14.791800,75.389600
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",15.3714823,75.1160168
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",15.3714823,75.1160168
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",17.321993,76.822628
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",17.336318,76.847397
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",17.336318,76.847397
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",13.1276288,78.1570122
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",15.347630,76.181767
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",15.347630,76.181767
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",15.347630,76.181767
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",12.415911,75.735050
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",12.889250,74.853000
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",12.733409,77.298051
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",12.733409,77.298051
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",12.733409,77.298051
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",12.733409,77.298051
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",13.940000,75.555917
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",13.940000,75.555917
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",13.377516,77.099072
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",13.377516,77.099072
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",16.7602,77.1428
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",16.7602,77.1428
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",11.875000,75.373200
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",8.5149093,76.9435879
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",10.532400,76.215900
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",23.264759,77.381568
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",23.264759,77.381568
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",23.264759,77.381568
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",23.264759,77.381568
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",23.233584,77.400574
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",23.81748678,79.446246
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",26.259242,78.216432
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",26.259242,78.216432
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",22.7524,75.8872
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",22.7524,75.8872
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",22.7524,75.8872
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",22.6780,75.8559
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",22.6780,75.8559
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",22.7084,75.8815
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",22.7084,75.8815
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",23.163174,79.973061
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",23.163174,79.973061
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",23.142888,79.916147
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",23.168606,79.932247
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",23.168606,79.932247
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",23.218135,79.957770
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",23.218135,79.957770
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",23.50016,80.23284
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",24.2613009,80.7231783
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",24.2613009,80.7231783
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",24.2613009,80.7231783
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",22.624758,75.675238
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",22.624758,75.675238
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",22.624758,75.675238
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",23.331731,75.045981
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",23.838586,78.759431
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",23.838586,78.759431
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",23.182719 ,75.768218 
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",19.10122,74.73339
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",19.10122,74.73339
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",20.719516,77.000253
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",20.719516,77.000253
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",20.939198,77.765701
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",19.8389439,75.244448
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",19.863756,75.321188
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",19.863756,75.321188
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",19.16485,73.23409
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",19.16485,73.23409
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",19.16485,73.23409
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",19.0243902,73.0406721
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",19.0243902,73.0406721
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",19.0243902,73.0406721
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",19.309073,73.057223
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",19.309073,73.057223
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",19.786089,72.757971
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",19.786089,72.757971
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",19.786089,72.757971
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",19.962900,79.298714
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",20.918946,74.776388
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",21.001264,75.565602
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",19.25292,73.142019
